homeaway,line,hit,pitchrightleft,cat,last10,last5,log,oppteam,overunder,batterID,whip,OPSlast5,temperature,wind,pitcherID,pitcherfip,pitcherFBPercent,avgvsFB,avgvsOFF,avgvsMPHFB,avg_spin_ff,avg_spin_off
1,0.5,1,0,tb,8,4,0.6826923076923077,Toronto Blue Jays,9.5,41433,1.34,0.756,85.9,6.9,4411979,3.6885419501133785,0.53,0.263,0.243,0.262,0.168,0.175
0,1.5,1,0,tb,6,2,0.35353535353535354,Los Angeles Angels,9.5,33900,1.42,0.657,88.1,6.9,41065,5.1967029702970295,0.381,0.244,0.263,0.244,0.235,0.333
1,0.5,1,1,tb,5,3,0.625,San Francisco Giants,9.0,32531,1.13,0.719,85,2.2,32175,6.500333333333334,0.509,0.268,0.168,0.189,0.258,0.25
0,0.5,1,0,tb,4,3,0.5145631067961165,Los Angeles Angels,9.5,32833,1.42,0.791,88.1,6.9,41065,5.1967029702970295,0.381,0.265,0.26,0.276,0.18,0.214
0,0.5,0,1,tb,5,3,0.5757575757575758,Atlanta Braves,8.0,39957,1.21,0.698,89,2.2,32685,3.5630396039603958,0.52,0.253,0.233,0.231,0.244,0.195
1,0.5,1,0,tb,3,1,0.3333333333333333,Arizona Diamondbacks,7.5,40896,1.37,0.441,81.9,5.8,4916269,3.684711171662125,0.716,0.183,0.22,0.229,0.207,0.231
1,0.5,1,1,tb,5,4,0.5,New York Mets,9.5,40854,1.27,0.66,88.1,6.9,32106,4.902817104149026,0.53,0.188,0.22,0.207,0.196,0.25
0,1.5,1,0,tb,5,3,0.375,Pittsburgh Pirates,7.5,31392,0.94,0.91,81.9,5.8,4719507,2.6902558139534882,0.683,0.271,0.247,0.274,0.3,0.268
1,0.5,0,0,tb,7,4,0.5909090909090909,Arizona Diamondbacks,7.5,41168,1.37,0.809,81.9,5.8,4916269,3.684711171662125,0.716,0.28,0.268,0.26,0.2,0.231
0,0.5,0,0,tb,4,3,0.5,New York Yankees,9.5,4297976,1.42,0.663,85.9,6.9,32081,5.107298507462686,0.635,0.229,0.224,0.243,0.3,0.286
0,1.5,0,1,tb,1,1,0.32558139534883723,Washington Nationals,9.5,42958,1.2,0.748,87,5.8,4683356,3.9681310084825636,0.498,0.233,0.251,0.262,0.297,0.4
0,0.5,1,1,tb,8,4,0.625,Atlanta Braves,8.0,3960984,1.21,0.688,89,2.2,32685,3.5630396039603958,0.52,0.203,0.25,0.257,0.269,0.182
1,0.5,0,0,tb,5,2,0.5483870967741935,Boston Red Sox,8.0,33842,1.15,0.624,92.9,5.8,36071,4.0292502628811775,0.562,0.215,0.229,0.224,0.153,0.333
1,0.5,0,1,tb,4,3,0.58,San Francisco Giants,9.0,41171,1.13,0.766,85,2.2,32175,6.500333333333334,0.509,0.258,0.23,0.234,0.22,0.167
1,0.5,0,0,tb,6,3,0.647887323943662,Philadelphia Phillies,7.0,32525,0.98,0.64,79.1,5.8,31267,3.3872643171806165,0.722,0.282,0.226,0.226,0.216,0.297
1,0.5,1,0,tb,5,2,0.5851063829787234,Miami Marlins,8.0,32558,1.5,0.741,89,2.2,40944,5.142051975051975,0.333,0.277,0.226,0.264,0.263,0.154
0,0.5,0,0,tb,5,1,0.4,Pittsburgh Pirates,7.5,40851,0.94,0.707,81.9,5.8,4719507,2.6902558139534882,0.683,0.237,0.197,0.333,0.0,0.167
1,1.5,1,0,tb,3,1,0.35365853658536583,Chicago White Sox,8.5,41000,1.49,0.876,76.9,6.9,36067,5.140684210526316,0.676,0.306,0.301,0.319,0.319,0.278
1,1.5,1,0,tb,5,4,0.4857142857142857,Baltimore Orioles,7.5,32801,1.06,0.865,83.9,6.9,39878,3.5301284916201117,0.553,0.29,0.255,0.275,0.333,0.194
0,0.5,1,0,tb,5,2,0.4666666666666667,Houston Astros,8.5,33954,1.52,0.659,94.9,5.8,4726080,4.207816326530612,0.611,0.209,0.185,0.217,0.155,0.254
0,0.5,0,0,tb,8,4,0.6019417475728155,Pittsburgh Pirates,7.5,32517,0.94,0.701,81.9,5.8,4719507,2.6902558139534882,0.683,0.269,0.224,0.25,0.222,0.269
1,1.5,1,0,tb,1,1,0.16666666666666666,Boston Red Sox,8.0,42437,1.15,1.149,92.9,5.8,36071,4.0292502628811775,0.562,0.357,0.196,0.232,0.316,0.167
0,0.5,0,0,tb,7,3,0.5535714285714286,Houston Astros,8.5,40557,1.52,0.656,94.9,5.8,4726080,4.207816326530612,0.611,0.298,0.266,0.268,0.237,0.344
1,1.5,1,0,tb,5,4,0.39603960396039606,Baltimore Orioles,7.5,35066,1.06,0.804,83.9,6.9,39878,3.5301284916201117,0.553,0.256,0.241,0.22,0.286,0.15
1,0.5,0,0,tb,6,4,0.5204081632653061,Philadelphia Phillies,7.0,40718,0.98,0.683,79.1,5.8,31267,3.3872643171806165,0.722,0.253,0.246,0.265,0.186,0.222
1,0.5,0,0,tb,7,3,0.6601941747572816,Boston Red Sox,8.0,42884,1.15,0.822,92.9,5.8,36071,4.0292502628811775,0.562,0.242,0.235,0.26,0.234,0.174
1,1.5,1,0,tb,4,2,0.44339622641509435,Toronto Blue Jays,9.5,36969,1.34,1.029,85.9,6.9,4411979,3.6885419501133785,0.53,0.328,0.268,0.286,0.304,0.302
1,1.5,0,0,tb,6,3,0.64,Milwaukee Brewers,9.5,4895558,1.14,0.941,87,5.8,39716,4.398126596980255,0.648,0.303,0.288,0.29,0.158,0.571
1,0.5,1,0,tb,7,2,0.7452830188679245,Colorado Rockies,7.5,31117,1.41,0.88,76.9,8.1,39875,4.895091728091728,0.534,0.292,0.286,0.279,0.265,0.455
1,0.5,1,0,tb,7,4,0.5434782608695652,Kansas City Royals,8.5,4718623,1.24,0.727,85.4,5.4,32640,4.017877192982456,0.499,0.182,0.239,0.216,0.125,0.429
0,0.5,0,0,tb,0,0,0.0,Houston Astros,8.5,42416,1.52,0.0,94.9,5.8,4726080,4.207816326530612,0.611,0.2,0.154,0.111,0.0,0.0
1,1.5,1,0,tb,2,1,0.25,Milwaukee Brewers,9.5,38827,1.14,0.584,87,5.8,39716,4.398126596980255,0.648,0.274,0.22,0.234,0.327,0.28
0,1.5,1,0,tb,7,3,0.4807692307692308,Pittsburgh Pirates,7.5,32512,0.94,0.915,81.9,5.8,4719507,2.6902558139534882,0.683,0.334,0.259,0.31,0.32,0.222
1,1.5,0,1,tb,4,2,0.3088235294117647,New York Mets,9.5,32859,1.27,0.813,88.1,6.9,32106,4.902817104149026,0.53,0.243,0.25,0.245,0.268,0.0
0,0.5,1,0,tb,6,3,0.47435897435897434,Oakland Athletics,8.5,31358,1.39,0.583,72.1,9.2,5132624,4.076090909090909,0.601,0.216,0.212,0.223,0.222,0.16
1,0.5,1,0,tb,5,3,0.48,Colorado Rockies,7.5,30545,1.41,0.795,76.9,8.1,39875,4.895091728091728,0.534,0.258,0.196,0.25,0.209,0.167
0,0.5,1,0,tb,7,3,0.6185567010309279,Seattle Mariners,7.0,33712,0.89,0.836,79.1,5.8,41221,3.31645652173913,0.442,0.274,0.195,0.248,0.346,0.258
1,1.5,0,0,tb,4,2,0.4050632911392405,Baltimore Orioles,7.5,36409,1.06,0.738,83.9,6.9,39878,3.5301284916201117,0.553,0.25,0.194,0.233,0.273,0.175
1,0.5,0,0,tb,7,3,0.4864864864864865,Los Angeles Dodgers,8.5,4917919,1.32,0.802,72.1,9.2,5007605,3.9564736842105264,0.532,0.248,0.263,0.156,0.216,0.265
1,0.5,0,0,tb,4,3,0.5436893203883495,Boston Red Sox,8.0,34951,1.15,0.636,92.9,5.8,36071,4.0292502628811775,0.562,0.238,0.232,0.235,0.245,0.235
1,1.5,0,1,tb,3,2,0.3870967741935484,New York Mets,9.5,42047,1.27,0.798,88.1,6.9,32106,4.902817104149026,0.53,0.272,0.223,0.241,0.263,0.444
1,1.5,0,0,tb,5,2,0.49019607843137253,Colorado Rockies,7.5,39572,1.41,0.723,76.9,8.1,39875,4.895091728091728,0.534,0.317,0.285,0.309,0.323,0.125
1,1.5,1,0,tb,5,2,0.3978494623655914,Milwaukee Brewers,9.5,40459,1.14,0.751,87,5.8,39716,4.398126596980255,0.648,0.297,0.285,0.299,0.22,0.261
1,0.5,0,1,tb,3,1,0.42105263157894735,San Francisco Giants,9.0,33271,1.13,0.571,85,2.2,32175,6.500333333333334,0.509,0.148,0.212,0.191,0.167,0.1
1,1.5,1,0,tb,7,4,0.3939393939393939,Colorado Rockies,7.5,31097,1.41,0.751,76.9,8.1,39875,4.895091728091728,0.534,0.286,0.249,0.262,0.17,0.5
1,1.5,0,0,tb,5,2,0.47706422018348627,Miami Marlins,8.0,31668,1.5,0.961,89,2.2,40944,5.142051975051975,0.333,0.348,0.275,0.374,0.308,0.13
1,1.5,0,0,tb,5,3,0.39814814814814814,Boston Red Sox,8.0,32146,1.15,0.721,92.9,5.8,36071,4.0292502628811775,0.562,0.269,0.222,0.25,0.289,0.167
0,1.5,0,0,tb,7,4,0.47692307692307695,Los Angeles Angels,9.5,41034,1.42,0.894,88.1,6.9,41065,5.1967029702970295,0.381,0.258,0.244,0.251,0.323,0.344
0,1.5,0,0,tb,4,2,0.3275862068965517,Texas Rangers,8.0,4872598,1.06,0.742,92.9,5.8,31174,3.970418803418803,0.525,0.253,0.251,0.267,0.212,0.308
0,1.5,1,1,tb,5,3,0.4158415841584158,Chicago Cubs,8.5,4683365,1.08,0.738,87,8.1,41022,3.3614444444444445,0.632,0.27,0.228,0.244,0.216,0.148
1,0.5,0,0,tb,7,3,0.5925925925925926,Miami Marlins,8.0,32767,1.5,0.716,89,2.2,40944,5.142051975051975,0.333,0.292,0.21,0.268,0.28,0.2
1,0.5,0,1,tb,7,4,0.5,New York Mets,9.5,36176,1.27,0.71,88.1,6.9,32106,4.902817104149026,0.53,0.222,0.216,0.224,0.261,0.0
1,1.5,0,0,tb,3,1,0.40404040404040403,Kansas City Royals,8.5,41636,1.24,0.731,85.4,5.4,32640,4.017877192982456,0.499,0.239,0.257,0.258,0.223,0.067
1,0.5,1,0,tb,6,3,0.48148148148148145,Chicago White Sox,8.5,42427,1.49,0.957,76.9,6.9,36067,5.140684210526316,0.676,0.232,0.244,0.25,0.296,0.125
1,1.5,1,0,tb,5,2,0.3614457831325301,Chicago White Sox,8.5,31870,1.49,0.72,76.9,6.9,36067,5.140684210526316,0.676,0.289,0.246,0.261,0.301,0.2
1,0.5,1,0,tb,5,1,0.5454545454545454,Los Angeles Dodgers,8.5,3962127,1.32,0.697,72.1,9.2,5007605,3.9564736842105264,0.532,0.215,0.276,0.2,0.211,0.286
1,0.5,1,0,tb,4,2,0.5673076923076923,St. Louis Cardinals,8.5,42415,1.27,0.798,87,8.1,32116,4.236476971116315,0.484,0.228,0.266,0.256,0.273,0.25
1,0.5,0,1,tb,5,3,0.5,New York Mets,9.5,42711,1.27,0.564,88.1,6.9,32106,4.902817104149026,0.53,0.3,0.318,0.291,0.238,0.25
0,0.5,0,0,tb,5,1,0.578125,San Diego Padres,7.5,42412,1.15,0.772,76.9,8.1,4020158,3.8617697111631535,0.445,0.263,0.18,0.204,0.323,0.0
1,0.5,1,0,tb,5,1,0.5068493150684932,St. Louis Cardinals,8.5,38905,1.27,0.572,87,8.1,32116,4.236476971116315,0.484,0.197,0.203,0.203,0.196,0.2
1,1.5,1,0,tb,3,2,0.4406779661016949,Los Angeles Dodgers,8.5,33743,1.32,0.719,72.1,9.2,5007605,3.9564736842105264,0.532,0.323,0.281,0.29,0.407,0.273
1,0.5,0,0,tb,1,1,0.4222222222222222,Philadelphia Phillies,7.0,33667,0.98,0.632,79.1,5.8,31267,3.3872643171806165,0.722,0.216,0.192,0.211,0.176,0.117
1,0.5,0,0,tb,6,4,0.5604395604395604,Philadelphia Phillies,7.0,32771,0.98,0.636,79.1,5.8,31267,3.3872643171806165,0.722,0.225,0.213,0.198,0.145,0.29
1,0.5,0,0,tb,6,3,0.6263736263736264,Boston Red Sox,8.0,40538,1.15,0.763,92.9,5.8,36071,4.0292502628811775,0.562,0.276,0.192,0.248,0.279,0.167
0,0.5,0,0,tb,7,3,0.5344827586206896,Oakland Athletics,8.5,32355,1.39,0.588,72.1,9.2,5132624,4.076090909090909,0.601,0.248,0.204,0.228,0.233,0.333
0,0.5,0,0,tb,6,3,0.6018518518518519,Seattle Mariners,7.0,31187,0.89,0.7,79.1,5.8,41221,3.31645652173913,0.442,0.287,0.2,0.23,0.361,0.292
1,1.5,0,0,tb,4,3,0.3564356435643564,St. Louis Cardinals,8.5,41219,1.27,0.671,87,8.1,32116,4.236476971116315,0.484,0.264,0.256,0.269,0.248,0.22
1,0.5,0,1,tb,6,2,0.4482758620689655,San Francisco Giants,9.0,41307,1.13,0.506,85,2.2,32175,6.500333333333334,0.509,0.293,0.196,0.23,0.296,0.222
0,1.5,1,1,tb,5,3,0.38613861386138615,Chicago Cubs,8.5,31261,1.08,0.703,87,8.1,41022,3.3614444444444445,0.632,0.269,0.237,0.247,0.219,0.241
1,1.5,0,1,tb,6,2,0.36,New York Mets,9.5,4739755,1.27,0.728,88.1,6.9,32106,4.902817104149026,0.53,0.239,0.257,0.248,0.26,0.273
1,1.5,0,0,tb,5,2,0.4270833333333333,Arizona Diamondbacks,7.5,39712,1.37,0.772,81.9,5.8,4916269,3.684711171662125,0.716,0.328,0.238,0.257,0.31,0.161
1,0.5,0,0,tb,9,4,0.5728155339805825,Miami Marlins,8.0,32530,1.5,0.628,89,2.2,40944,5.142051975051975,0.333,0.225,0.213,0.2,0.235,0.091
0,1.5,0,1,tb,1,0,0.23880597014925373,Atlanta Braves,8.0,41917,1.21,0.571,89,2.2,32685,3.5630396039603958,0.52,0.25,0.214,0.224,0.286,0.15
0,1.5,0,1,tb,6,2,0.375,Chicago Cubs,8.5,31027,1.08,0.685,87,8.1,41022,3.3614444444444445,0.632,0.243,0.209,0.219,0.236,0.222
0,1.5,0,0,tb,5,2,0.47706422018348627,Los Angeles Angels,9.5,37498,1.42,0.794,88.1,6.9,41065,5.1967029702970295,0.381,0.263,0.204,0.234,0.292,0.222
1,0.5,1,0,tb,5,3,0.3918918918918919,St. Louis Cardinals,8.5,4717833,1.27,0.549,87,8.1,32116,4.236476971116315,0.484,0.161,0.205,0.209,0.16,0.143
0,1.5,0,0,tb,9,5,0.5,Texas Rangers,8.0,33859,1.06,0.987,92.9,5.8,31174,3.970418803418803,0.525,0.283,0.307,0.287,0.267,0.412
1,0.5,0,0,tb,7,4,0.6153846153846154,Philadelphia Phillies,7.0,36488,0.98,0.729,79.1,5.8,31267,3.3872643171806165,0.722,0.238,0.224,0.233,0.25,0.22
0,1.5,0,1,tb,5,3,0.38095238095238093,Washington Nationals,9.5,35291,1.2,0.747,87,5.8,4683356,3.9681310084825636,0.498,0.255,0.213,0.201,0.08,0.333
0,0.5,0,0,tb,7,3,0.6461538461538462,Texas Rangers,8.0,33411,1.06,0.873,92.9,5.8,31174,3.970418803418803,0.525,0.299,0.258,0.303,0.263,0.333
1,1.5,0,0,tb,3,0,0.25287356321839083,Arizona Diamondbacks,7.5,34287,1.37,0.694,81.9,5.8,4916269,3.684711171662125,0.716,0.232,0.245,0.258,0.17,0.161
1,1.5,1,0,tb,4,2,0.5454545454545454,Chicago White Sox,8.5,40635,1.49,1.016,76.9,6.9,36067,5.140684210526316,0.676,0.302,0.245,0.256,0.302,0.286
0,0.5,0,0,tb,3,2,0.6320754716981132,San Diego Padres,7.5,33247,1.15,0.785,76.9,8.1,4020158,3.8617697111631535,0.445,0.244,0.254,0.251,0.258,0.0
0,1.5,1,0,tb,4,1,0.3516483516483517,Cleveland Guardians,7.5,35183,1.48,0.801,83.9,6.9,4345076,3.3488181818181815,0.567,0.32,0.278,0.326,0.405,0.333
0,0.5,1,0,tb,3,1,0.34615384615384615,San Diego Padres,7.5,35831,1.15,0.723,76.9,8.1,4020158,3.8617697111631535,0.445,0.349,0.154,0.25,0.417,0.0
1,0.5,1,1,tb,9,4,0.4868421052631579,San Francisco Giants,9.0,39924,1.13,0.627,85,2.2,32175,6.500333333333334,0.509,0.26,0.215,0.268,0.359,0.217
1,0.5,1,0,tb,4,3,0.5,Miami Marlins,8.0,33557,1.5,0.67,89,2.2,40944,5.142051975051975,0.333,0.2,0.245,0.22,0.105,0.077
1,1.5,0,0,tb,7,4,0.4470588235294118,St. Louis Cardinals,8.5,4142424,1.27,0.833,87,8.1,32116,4.236476971116315,0.484,0.306,0.294,0.3,0.312,0.436
1,0.5,0,0,tb,6,2,0.4675324675324675,Los Angeles Dodgers,8.5,35676,1.32,0.653,72.1,9.2,5007605,3.9564736842105264,0.532,0.241,0.209,0.231,0.25,0.148
1,0.5,0,0,tb,7,3,0.5494505494505495,Los Angeles Dodgers,8.5,42598,1.32,0.725,72.1,9.2,5007605,3.9564736842105264,0.532,0.234,0.222,0.213,0.238,0.226
0,1.5,0,0,tb,6,2,0.5673076923076923,Oakland Athletics,8.5,39832,1.39,1.032,72.1,9.2,5132624,4.076090909090909,0.601,0.31,0.288,0.29,0.296,0.378
0,0.5,0,0,tb,6,3,0.6595744680851063,New York Yankees,9.5,4228472,1.42,0.791,85.9,6.9,32081,5.107298507462686,0.635,0.261,0.216,0.389,0.148,0.176
1,1.5,0,1,tb,3,2,0.39622641509433965,San Francisco Giants,9.0,4722857,1.13,0.747,85,2.2,32175,6.500333333333334,0.509,0.222,0.257,0.255,0.194,0.115
1,1.5,1,0,tb,2,1,0.45121951219512196,Baltimore Orioles,7.5,41996,1.06,0.873,83.9,6.9,39878,3.5301284916201117,0.553,0.338,0.259,0.344,0.429,0.185
1,0.5,0,1,tb,5,2,0.425,San Francisco Giants,9.0,40346,1.13,0.669,85,2.2,32175,6.500333333333334,0.509,0.271,0.204,0.23,0.194,0.0
0,0.5,0,0,tb,4,3,0.325,Houston Astros,8.5,40576,1.52,0.465,94.9,5.8,4726080,4.207816326530612,0.611,0.202,0.12,0.145,0.204,0.062
1,1.5,0,1,tb,4,2,0.36792452830188677,New York Mets,9.5,34923,1.27,0.706,88.1,6.9,32106,4.902817104149026,0.53,0.262,0.203,0.226,0.28,0.167
0,1.5,1,0,tb,3,3,0.4,Oakland Athletics,8.5,33377,1.39,0.81,72.1,9.2,5132624,4.076090909090909,0.601,0.314,0.257,0.271,0.276,0.149
0,1.5,0,1,tb,6,4,0.42105263157894735,Chicago Cubs,8.5,31208,1.08,0.737,87,8.1,41022,3.3614444444444445,0.632,0.31,0.221,0.265,0.257,0.171
1,0.5,0,0,tb,1,1,0.2,Milwaukee Brewers,9.5,40427,1.14,0.075,87,5.8,39716,4.398126596980255,0.648,0.175,0.143,0.13,0.267,0.0
0,1.5,0,0,tb,2,1,0.5072463768115942,Seattle Mariners,7.0,33710,0.89,0.874,79.1,5.8,41221,3.31645652173913,0.442,0.338,0.304,0.333,0.302,0.333
1,0.5,1,0,tb,4,3,0.38596491228070173,Toronto Blue Jays,9.5,34995,1.34,0.669,85.9,6.9,4411979,3.6885419501133785,0.53,0.208,0.138,0.176,0.133,0.111
1,1.5,0,0,tb,3,1,0.3380281690140845,Chicago White Sox,8.5,41205,1.49,0.756,76.9,6.9,36067,5.140684210526316,0.676,0.296,0.213,0.225,0.24,0.045
1,0.5,0,0,tb,4,2,0.43636363636363634,Milwaukee Brewers,9.5,4413982,1.14,0.531,87,5.8,39716,4.398126596980255,0.648,0.241,0.246,0.23,0.355,0.143
1,0.5,0,1,tb,3,1,0.5227272727272727,San Francisco Giants,9.0,35591,1.13,0.658,85,2.2,32175,6.500333333333334,0.509,0.188,0.256,0.243,0.22,0.227
1,0.5,1,0,tb,3,1,0.4946236559139785,Baltimore Orioles,7.5,40958,1.06,0.666,83.9,6.9,39878,3.5301284916201117,0.553,0.2,0.243,0.167,0.5,0.25
1,0.5,1,0,tb,7,3,0.43478260869565216,Philadelphia Phillies,7.0,35042,0.98,0.819,79.1,5.8,31267,3.3872643171806165,0.722,0.329,0.24,0.279,0.333,0.294
0,1.5,1,0,tb,7,4,0.4537037037037037,New York Yankees,9.5,35002,1.42,0.912,85.9,6.9,32081,5.107298507462686,0.635,0.332,0.314,0.274,0.363,0.35
1,1.5,0,0,tb,1,1,0.3548387096774194,Kansas City Royals,8.5,41586,1.24,0.692,85.4,5.4,32640,4.017877192982456,0.499,0.262,0.234,0.235,0.236,0.222
1,0.5,0,0,tb,6,3,0.49122807017543857,Miami Marlins,8.0,32422,1.5,0.58,89,2.2,40944,5.142051975051975,0.333,0.216,0.23,0.203,0.187,0.167
1,1.5,1,0,tb,2,2,0.34579439252336447,Chicago White Sox,8.5,34230,1.49,0.758,76.9,6.9,36067,5.140684210526316,0.676,0.282,0.265,0.282,0.316,0.375
0,1.5,0,1,tb,5,2,0.4666666666666667,Washington Nationals,9.5,39895,1.2,0.785,87,5.8,4683356,3.9681310084825636,0.498,0.269,0.272,0.303,0.311,0.389
0,1.5,0,1,tb,4,1,0.453125,Chicago Cubs,8.5,32532,1.08,0.876,87,8.1,41022,3.3614444444444445,0.632,0.326,0.223,0.263,0.345,0.182
0,1.5,0,1,tb,3,3,0.3611111111111111,Washington Nationals,9.5,33675,1.2,0.766,87,5.8,4683356,3.9681310084825636,0.498,0.242,0.256,0.26,0.271,0.2
0,0.5,1,0,tb,7,3,0.5365853658536586,Texas Rangers,8.0,4990055,1.06,0.827,92.9,5.8,31174,3.970418803418803,0.525,0.225,0.23,0.241,0.279,0.4
1,1.5,1,0,tb,7,3,0.42105263157894735,Colorado Rockies,7.5,31606,1.41,0.69,76.9,8.1,39875,4.895091728091728,0.534,0.313,0.254,0.28,0.336,0.444
0,1.5,1,1,tb,5,2,0.45161290322580644,Atlanta Braves,8.0,41326,1.21,0.938,89,2.2,32685,3.5630396039603958,0.52,0.358,0.252,0.342,0.4,0.231
0,1.5,0,0,tb,6,3,0.4489795918367347,Houston Astros,8.5,33481,1.52,0.728,94.9,5.8,4726080,4.207816326530612,0.611,0.314,0.308,0.3,0.294,0.188
1,0.5,1,0,tb,5,3,0.4782608695652174,Arizona Diamondbacks,7.5,30950,1.37,0.526,81.9,5.8,4916269,3.684711171662125,0.716,0.189,0.197,0.193,0.171,0.222
1,0.5,1,0,tb,3,1,0.3611111111111111,Kansas City Royals,8.5,38420,1.24,0.529,85.4,5.4,32640,4.017877192982456,0.499,0.21,0.212,0.211,0.261,0.077
1,1.5,1,1,tb,1,1,0.3867924528301887,New York Mets,9.5,4666100,1.27,0.744,88.1,6.9,32106,4.902817104149026,0.53,0.249,0.258,0.254,0.266,0.286
1,0.5,0,0,tb,2,1,0.49411764705882355,Los Angeles Dodgers,8.5,4414531,1.32,0.615,72.1,9.2,5007605,3.9564736842105264,0.532,0.258,0.207,0.208,0.288,0.25
1,0.5,1,0,tb,6,2,0.6057692307692307,Houston Astros,8.5,35537,1.37,0.665,96,6.9,4717803,3.889311475409836,0.688,0.219,0.225,0.227,0.197,0.16
0,1.5,0,0,tb,6,4,0.46296296296296297,Los Angeles Dodgers,7.5,41169,0.95,0.831,81.9,8.1,33190,2.8215433070866145,0.51,0.249,0.299,0.213,0.339,0.383
1,0.5,1,1,tb,5,3,0.6633663366336634,New York Mets,9.0,4345070,1.18,0.78,94.9,4.7,33244,3.7346666666666666,0.615,0.268,0.288,0.284,0.218,0.375
0,1.5,1,1,tb,4,1,0.3942307692307692,Texas Rangers,8.5,34886,1.23,0.721,96,6.9,32672,3.9238644656820156,0.539,0.286,0.258,0.284,0.208,0.175
1,1.5,0,0,tb,4,3,0.46153846153846156,San Francisco Giants,9.0,38994,1.27,1.145,94,8.1,41216,2.928,0.411,0.313,0.329,0.297,0.308,0.333
1,1.5,1,0,tb,3,1,0.36363636363636365,Arizona Diamondbacks,8.5,37729,1.27,0.631,85.9,8.1,39910,3.3376606786427145,0.535,0.276,0.251,0.274,0.25,0.289
1,0.5,1,0,tb,4,2,0.6483516483516484,Philadelphia Phillies,7.5,42468,1.1,0.67,81.9,8.1,33709,3.871729767769177,0.565,0.25,0.269,0.27,0.286,0.238
0,0.5,1,0,tb,6,4,0.515625,Los Angeles Dodgers,7.5,36928,0.95,0.701,81.9,8.1,33190,2.8215433070866145,0.51,0.271,0.224,0.2,0.25,0.2
0,0.5,0,0,tb,4,3,0.46551724137931033,Chicago Cubs,8.0,4297998,1.45,0.64,74,15,33173,5.297527991218441,0.496,0.235,0.224,0.248,0.25,0.231
1,0.5,1,0,tb,4,2,0.45569620253164556,Arizona Diamondbacks,8.5,41183,1.27,0.612,85.9,8.1,39910,3.3376606786427145,0.535,0.223,0.218,0.243,0.217,0.257
1,2.5,0,1,tb,2,1,0.3482142857142857,Boston Red Sox,10.0,42403,1.44,0.991,92.9,8.1,31980,4.811145161290323,0.639,0.335,0.33,0.333,0.358,0.278
0,0.5,0,0,tb,6,3,0.5681818181818182,Los Angeles Dodgers,7.5,40803,0.95,0.752,81.9,8.1,33190,2.8215433070866145,0.51,0.264,0.237,0.224,0.3,0.152
0,1.5,0,0,tb,2,2,0.4077669902912621,St. Louis Cardinals,9.0,32159,1.37,0.768,94.9,4.7,4109034,3.824716417910448,0.71,0.25,0.258,0.252,0.241,0.25
1,0.5,0,0,tb,4,3,0.44680851063829785,Arizona Diamondbacks,8.5,41217,1.27,0.599,85.9,8.1,39910,3.3376606786427145,0.535,0.224,0.195,0.195,0.148,0.316
1,0.5,1,1,tb,4,3,0.6504854368932039,New York Mets,9.0,41773,1.18,0.721,94.9,4.7,33244,3.7346666666666666,0.615,0.257,0.274,0.279,0.34,0.292
1,1.5,0,1,tb,7,3,0.5154639175257731,Chicago White Sox,8.5,40926,1.75,0.957,71,8.1,4917816,6.168,0.571,0.281,0.231,0.27,0.304,0.209
0,0.5,1,0,tb,3,2,0.6770833333333334,Los Angeles Dodgers,7.5,30951,0.95,0.909,81.9,8.1,33190,2.8215433070866145,0.51,0.303,0.26,0.286,0.152,0.173
0,0.5,1,0,tb,6,3,0.6039603960396039,Los Angeles Dodgers,7.5,42417,0.95,0.679,81.9,8.1,33190,2.8215433070866145,0.51,0.205,0.244,0.174,0.222,0.233
1,1.5,0,0,tb,3,2,0.47572815533980584,San Francisco Giants,9.0,42402,1.27,0.784,94,8.1,41216,2.928,0.411,0.294,0.193,0.23,0.387,0.154
0,0.5,1,0,tb,5,3,0.5555555555555556,Chicago Cubs,8.0,30280,1.45,0.753,74,15,33173,5.297527991218441,0.496,0.278,0.24,0.248,0.286,0.235
1,0.5,0,0,tb,7,3,0.5517241379310345,Houston Astros,8.5,32797,1.37,0.715,96,6.9,4717803,3.889311475409836,0.688,0.25,0.2,0.244,0.329,0.222
0,0.5,1,0,tb,9,4,0.6,Kansas City Royals,10.0,4987382,1.2,0.705,92.9,8.1,41172,3.6441904761904764,0.523,0.255,0.258,0.266,0.278,0.186
0,0.5,0,1,tb,3,1,0.41935483870967744,Texas Rangers,8.5,40574,1.23,0.596,96,6.9,32672,3.9238644656820156,0.539,0.221,0.239,0.241,0.047,0.306
0,1.5,1,0,tb,5,3,0.3614457831325301,Kansas City Royals,10.0,40086,1.2,0.809,92.9,8.1,41172,3.6441904761904764,0.523,0.302,0.26,0.265,0.358,0.179
1,1.5,1,0,tb,5,2,0.42424242424242425,Houston Astros,8.5,32691,1.37,0.841,96,6.9,4717803,3.889311475409836,0.688,0.282,0.272,0.273,0.25,0.317
1,1.5,0,0,tb,2,1,0.3218390804597701,Arizona Diamondbacks,8.5,41672,1.27,0.839,85.9,8.1,39910,3.3376606786427145,0.535,0.25,0.264,0.264,0.275,0.312
0,0.5,1,0,tb,4,2,0.5128205128205128,Kansas City Royals,10.0,42987,1.2,0.697,92.9,8.1,41172,3.6441904761904764,0.523,0.255,0.212,0.258,0.292,0.462
